,Unnamed: 0,tweets_id,text,author_id,username,user_created_time,user_location,user_name,user_description,geo_place_id,geo_country_code,geo_place_type,geo_full_name,geo_bbox,geo_country,geo_name,date,text_clean,classification_labels,cluster_labels
10,12,812835444975169538,"Bill Maher just broke his silence to address the Trump administration. 
https://t.co/aVZj7mwF2a",31129627,JFKii,2009-04-14T14:11:38.000Z,"Harlem, NYC",JFK 𓅊,"CEO @InclusionScore, Author of #Inclusionism ≥
Engineer, Economist, Lecturer @UniversityOfGA
First Black LGBTQ Person for 🇺🇲 Congress
Pronouns: He/Her/Heru𓅊",1abb3fe80ce0b295,US,city,"Robertsville, NJ","[-74.327314, 40.3152254, -74.2608082, 40.3706058]",Etats-Unis,Robertsville,2016-12-25,bill maher broke silenc address trump,0,52
11,13,812835341065449472,@Real_AllenR Funny how this #Trump guy has a picture of the #AltRight Pepe on his profile indicating he's a White Nationalist @splcenter https://t.co/OKCTYdmXx3,25346069,crewoldt,2009-03-19T17:40:35.000Z,DFW USA,Christian☀️,"#veteran fighting for progress, public education, equality, integrity, human rights and justice for all😡 Blocked by Chachi🙌",a612c69b44b2e5da,US,admin,"Arizona, USA","[-114.818269, 31.3322463, -109.0451527, 37.004261]",Etats-Unis,Arizona,2016-12-25,funni trump guy pictur altright pepe profil indic white nationalist,1,12
12,15,812835212858167301,"Trump confidant says Michelle Obama belongs with African gorillas, wishes death upon the president

https://t.co/7tcF1OYBtm",333014276,OMAHAGEMGIRL,2011-07-10T20:43:00.000Z,"Omaha, NE",Janice Jhana Elks🇺🇸🇺🇦,"55 yo Military Brat🇺🇲 #Biden
🎙Recovering DJ
🔬Science
🏘Real Estate Investor
☠Punk Rock
⚒Rockhound💎
❎Elect Legislators Not Agitators",a84b808ce3f11719,US,city,"Omaha, NE","[-96.234587, 41.175884, -95.872275, 41.375558]",Etats-Unis,Omaha,2016-12-25,trump confid say michel obama belong african gorilla wish death upon presid,0,36
13,16,812835136655892481,"While Obama Plays Golf On Taxpayer Dime, Donald Trump Makes Stunning Announcement https://t.co/DSskHvjZvo",85096288,bsbct,2009-10-25T14:59:55.000Z,"Orange County, CA",Bruce,🇺🇸🇺🇸🇮🇱🇺🇸🇺🇸,3d533362cdab8107,US,city,"Irvine, CA","[-117.86894, 33.606077, -117.695781, 33.773387]",Etats-Unis,Irvine,2016-12-25,obama play golf taxpay dime donald trump make stun announc,2,11
14,17,812835085137354753,"@ladyinchief @CHOCLABLOVER  luckily, NY AG not allowing Trump to do it.  There must be something interesting going on.",66914769,mydoggigi,2009-08-19T04:55:41.000Z,Earth,Kathy,"Democrat, #BidenHarris. Love my grandkids, French Bulldogs and politics. Democrats saved democracy. #VoteBlue",e4a0d228eb6be76b,US,city,"Philadelphia, PA","[-75.280284, 39.871811, -74.955712, 40.13792]",Etats-Unis,Philadelphia,2016-12-25,luckili ny ag allow trump must someth interest go,2,9
15,18,812834974613336064,"Donald Trump to dissolve his charitable foundation after mounting complaints

Like this is his biggest conflict.

https://t.co/vwjppt9qfc",333014276,OMAHAGEMGIRL,2011-07-10T20:43:00.000Z,"Omaha, NE",Janice Jhana Elks🇺🇸🇺🇦,"55 yo Military Brat🇺🇲 #Biden
🎙Recovering DJ
🔬Science
🏘Real Estate Investor
☠Punk Rock
⚒Rockhound💎
❎Elect Legislators Not Agitators",a84b808ce3f11719,US,city,"Omaha, NE","[-96.234587, 41.175884, -95.872275, 41.375558]",Etats-Unis,Omaha,2016-12-25,donald trump dissolv charit foundat mount complaint like biggest conflict,0,11
16,19,812834956129038336,Getting me through the holiday season in Trump country https://t.co/xq9m4zR5C6,42623526,kcoopy,2009-05-26T13:28:23.000Z,Brooklynati,Kat Cooper,"pedestrian, occasional mouth breather, wearer of clothes, show me love : $kcoopy",38eac672dfddf28e,US,city,"Wyoming, OH","[-84.5041, 39.2157817, -84.464178, 39.245078]",Etats-Unis,Wyoming,2016-12-25,get holiday season trump countri,2,53
17,20,812834921718939649,@KatieKummet @ChristieCNY NH is actually part of the US. The news reported NH went to Trump and then didn't say anything when Clinton won.,1468141,abellware,2007-03-19T03:40:05.000Z,"Jersey City, NJ",Andrew Bellware,"There is absolutely no reason to follow me on Twitter. I promise to not say anything important here. Really I just twitter to bookmark my place.
He/him",01448c9d3cdcbe70,US,city,"Plainsboro, NJ","[-74.630416, 40.299558, -74.565011, 40.365216]",Etats-Unis,Plainsboro,2016-12-25,nh actual part us news report nh went trump say anyth clinton,2,48
18,21,tweets_id,text,author_id,username,user_created_time,user_location,user_name,user_description,geo_place_id,geo_country_code,geo_place_type,geo_full_name,geo_bbox,geo_country,geo_name,date,text,2,3
19,22,812877227641729025,"I want Donald Trump to start proposing internet lockdown on porn, because it's the only thing that will unite the two parties against him.",278847352,MikeKillam,2011-04-08T02:49:49.000Z,"Chicago, IL",Mike Killam,He/Him | TV & Movie Features Editor at @ScreenRant | Korean-American Despite Looking White AF | Former Pro-Wrestling Journalist,8e9665cec9370f0f,US,city,"Minneapolis, MN","[-93.329515, 44.889964, -93.194578, 45.051257]",Etats-Unis,Minneapolis,2016-12-25,want donald trump start propos internet lockdown porn thing unit two parti,2,1
20,23,812877206255009792,"@sarahkendzior my daughter sd tonight ""I can't believe Christmas is here,I thought Donald Trump might move t day.""my wife sd""thats ur daught",313602455,cmkahuna,2011-06-08T22:36:38.000Z,at a game-the gym,craig m,auburn tigers atlanta falcons braves hawks# ny knicks,8dac588c46ed3591,US,city,"Gadsden, AL","[-86.079043, 33.933091, -85.934616, 34.073159]",Etats-Unis,Gadsden,2016-12-25,daughter sd tonight believ christma herei thought donald trump might move daymi wife sdthat ur daught,2,11
21,24,812877182959845376,"When Trump gives me back the $$$ I lost from his profitable bankruptsies, I'll stop defiling him. Neither will happen.",757552805712269312,Barbkmiller2,2016-07-25T12:27:18.000Z,"Pompano Beach, Philly always",Barbkmiller,"Miss John Paul Stevens' good bridge  play & better opinions
Went back to my original brunette days due to COVID-19 boredom. Looks better than it photos.",fa8f8f24dc772cc0,US,city,"Pompano Beach, FL","[-80.1955611, 26.206136, -80.0817297, 26.2976539]",Etats-Unis,Pompano Beach,2016-12-25,trump give back lost profit bankruptsi stop defil neither happen,2,43
22,25,812877103167393792,Trouble in Trump land one resigns the other deletes her twitter account after this post. Do we have a scandal here ?? https://t.co/99wgJhDp4U,742129940263370753,Larramarr1980,2016-06-12T23:02:20.000Z,Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿,Defiant Ms.E,Political junkie. 39 years in the US moved home to Scotland in August 2018 .No regrets. No lists. No DM'S  #TheResistance #DemForce I stand with Ukraine 🇺🇦,e0060cda70f5f341,US,admin,"Texas, USA","[-106.645646, 25.837092, -93.508131, 36.500695]",Etats-Unis,Texas,2016-12-25,troubl trump land one resign delet twitter account post scandal,0,0
23,26,812877054488276992,The first was the Trump tweet. This is the reality... https://t.co/8WOSvOBP1k,201105629,TacoSalazar,2010-10-11T02:44:09.000Z,United States,🌮,"taco enthusiast, baseball fan, cats over dogs.",9a974dfc8efb32a0,US,city,"Kansas City, MO","[-94.733122, 38.868002, -94.3854414, 39.332095]",Etats-Unis,Kansas City,2016-12-25,first trump tweet realiti,2,30
24,27,812876889786171392,Damned good ideas in here if you ask me.  https://t.co/8PQFTW3BLa,421256862,therealfunyfarm,2011-11-25T18:17:47.000Z,eastern oregon desert,FunyFarm,"(retired).sojourner . deplorable. patriot. producer https://t.co/p21fuCRnce AMERICAN,note NOT A RACIST funny is 😂 funny",df7fd3a3b9eff7ee,US,admin,"Oregon, USA","[-124.703541, 41.991795, -116.463262, 46.2990779]",Etats-Unis,Oregon,2016-12-25,damn good idea ask,1,17
25,28,812876796102262784,"Trump, Harambee(or w/e) &amp; Kermit inner self memes #2016InANutshell",2229127904,hipsetqeneral,2013-12-04T02:03:55.000Z,"Denver, CO",HÏP x ŠÝŇ,"26.

big dawg shyt",b49b3053b5c25bf5,US,city,"Denver, CO","[-105.109815, 39.614151, -104.734372, 39.812975]",Etats-Unis,Denver,2016-12-25,trump harambeeor amp kermit inner self meme,1,29
26,29,812876757388947456,This account is starting to look like it's threatening to give Trump a deadly disease at the inauguration. https://t.co/85iLTh0qeE,6077902,trollprincess,2007-05-16T02:01:04.000Z,Pennsylvania,Jennifer Matarese,Writer. Host of @disasterareapod. A cucumber made of anxiety. RTs /= endorsements. (she/her) 🏳️‍🌈🐶,c37e191684775140,US,city,"Forest City, PA","[-75.4753488, 41.641411, -75.462433, 41.662869]",Etats-Unis,Forest City,2016-12-25,account start look like threaten give trump deadli diseas inaugur,0,43
27,30,812876453616435201,"Hillary Clinton : Into the woods to hide my embarrassed face, I couldn't even win against Trump #CelebrityResolutions",4851426189,IlaxBJoseph,2016-01-26T23:18:38.000Z,New York - D.C,Ilax Joseph,New Yorker in D.C.,6dd1efe2ee6ed145,US,admin,"District of Columbia, USA","[-77.119901, 38.791514, -76.909396, 38.9953797]",Etats-Unis,District of Columbia,2016-12-25,hillari clinton wood hide embarrass face could even win trump,0,38
28,31,812876366429331456,@emmstababyy bought me a USA beanie.. I think she is trying to get me as American as possible cause of Trump,378851523,Julestastic_,2011-09-23T22:51:41.000Z,"Santa Clarita, CA",Julien,Hola,fcfe99a296187c82,US,city,"Orcutt, CA","[-120.468231, 34.842218, -120.378242, 34.908588]",Etats-Unis,Orcutt,2016-12-25,bought usa beani think tri get american possibl caus trump,2,19
29,32,812876281343868929,"Politics 200

Traits that Trump supporters label outspoken Democrats with, but ironically what got Trump elected.

What is Whining &amp; Crying?",143223879,SeriouslySerio,2010-05-12T22:56:57.000Z,NYC,Tony,"Helped save Gotham City... #TheDarkKnightRises @Twitch Partner, Actor, Writer. 6’4” Proud Pug Dad.",01a9a39529b27f36,US,city,"Manhattan, NY","[-74.026675, 40.683935, -73.910408, 40.877483]",Etats-Unis,Manhattan,2016-12-25,polit 200 trait trump support label outspoken democrat iron got trump elect whine amp cri,2,47
30,33,812876253036482562,"@Donald Trump
Dear, Mr Trump, I watched the interview about your biography, the more I see of your presidential self,more I Iike. Impressed!",166802765,tothkasa,2010-07-15T01:26:35.000Z,"South Deerfield, MA",Agnes K. Temesvari,"quester, shapesorter- poet painter -digital artist- loves physics-iconographic analyst - image-designer, {birth name Toth-Kasa) avatar is my drawing/design",cd450c94084cbf9b,US,admin,"Massachusetts, USA","[-73.508143, 41.187054, -69.858861, 42.8868241]",Etats-Unis,Massachusetts,2016-12-25,trump dear mr trump watch interview biographi see presidenti selfmor iik impress,2,59
31,34,812876240407457793,@tedcruz @dcexaminer Senator Cruz has Trump apologized for the disparaging remarks made towards your family. Man up,383719352,Kmginnis,2011-10-02T11:39:00.000Z,"Sandwich, MA",Kevin McGinnis,"Proud liberal, queer, love my dog. I’VE REACHED my follow back limit (5000). STUCK for months. Follow me #TheResistance #demforce #biden2020 #joebiden",0c5c2e480998f5dc,US,city,"Sandwich, MA","[-70.5240913, 41.659935, -70.411822, 41.775359]",Etats-Unis,Sandwich,2016-12-25,senat cruz trump apolog disparag remark made toward famili man,0,6
32,35,812876234644398080,@CNBC Did someone find out something about @JasonMillerinDC that would hurt the Trump Administration?,574099598,CyDogood,2012-05-08T01:15:53.000Z,"Denver, Colorado",Concerned Citizen,"""But making laws outlawing critical race theory confirms the point that racism is embedded in the law.""  
@victorerikray",85c09b7b6a803faf,US,city,"Southglenn, CO","[-104.988399, 39.565951, -104.922825, 39.613203]",Etats-Unis,Southglenn,2016-12-25,someon find someth would hurt trump,2,5
33,38,812876121461104640,"if u notice in my IG post my aunt in the blue sweater is doing ""the donald trump"" pose 😭",318762393,JaydeSaylor,2011-06-17T00:49:55.000Z,205 ➡️ 606,Jayde Saylor,University of Alabama Alum — Reporter at @WYMT sports & satire,6ffcf3b0b904bbcb,US,admin,"Kentucky, USA","[-89.57151, 36.497129, -81.964971, 39.147359]",Etats-Unis,Kentucky,2016-12-25,u notic ig post aunt blue sweater donald trump pose,2,11
34,39,812876115316473856,"Ran across a tweet tonight that referred to Trump as ""humble."" 

Even if I adored him I'd never say that.

SMFH No wonder I'm frustrated.",3028330171,LizWill99,2015-02-19T02:32:39.000Z,"Manassas, VA",THEE Liz Creuset Lawless. Vaxxed & Masked 💙🇺🇦💛,SJW ✊🏼 Forkie 🍴 Certified Race Traitor. 😁 She/her 🐞 #VoteLikeBlackWomen❗️,25d98b341eb4ccd1,US,city,"Bull Run, VA","[-77.566324, 38.737182, -77.495876, 38.797989]",Etats-Unis,Bull Run,2016-12-25,ran across tweet tonight refer trump humbl even ador would never say smfh wonder frustrat,0,30
35,40,812876056151674880,@nikki199x MAYBE YOU SHOULD READ YOUR OWN WORDS..YOU HAVE TRUMP'S PROBLEM. FORGETTING HIS OWN WORDS AND TWEETS,3286758685,EsslerWanda,2015-07-21T17:27:52.000Z,TEMPLE TEXAS ,Wanda Essler,"Born in July 1945 immediately after WWII ended. Christian Grandma 
Elementary and Kindergarten Childcare PROUD SOCIALIST Medicare &Social Security  LOVE OTHERS♡",c5c0e4d49b664e49,US,city,"Temple, TX","[-97.500586, 31.031178, -97.311609, 31.189775]",Etats-Unis,Temple,2016-12-25,mayb read wordsyou trump problem forget word tweet,2,13
36,42,812938942429458432,"The Psychological Research That Helps Explain the Election

https://t.co/U4kGw7y19z",333014276,OMAHAGEMGIRL,2011-07-10T20:43:00.000Z,"Omaha, NE",Janice Jhana Elks🇺🇸🇺🇦,"55 yo Military Brat🇺🇲 #Biden
🎙Recovering DJ
🔬Science
🏘Real Estate Investor
☠Punk Rock
⚒Rockhound💎
❎Elect Legislators Not Agitators",a84b808ce3f11719,US,city,"Omaha, NE","[-96.234587, 41.175884, -95.872275, 41.375558]",Etats-Unis,Omaha,2016-12-25,psycholog research help explain elect,2,59
37,43,812938760924954624,"Jeez how did we come up with this assumption? Could it be the picture less, pro Russia/trump bot accounts spreading propo &amp; attacking dems https://t.co/jzyXFKfXgI",321511381,AarDayburnin,2011-06-21T17:56:21.000Z,"Eugene, Oregon",🥀A-Tron Guapo,"RIP CITY, University of Oregon Ducks, Philly cheesesteak connoisseur, basketball fanatic, lover of sound. viva la Argentina, OREGON GROWN! BEAMER BOY",43a78a84849946bd,US,city,"Harrisburg, OR","[-123.179834, 44.260945, -123.154251, 44.2847085]",Etats-Unis,Harrisburg,2016-12-25,jeez come assumpt could pictur less pro russiatrump bot account spread propo amp attack dem,0,43
38,44,812938620873179136,"Trump tweets back.he listens.I was a great friend of late bill Monroe,millionaurs,do I can relate to Trump.
Business and down to earth. https://t.co/L4ViYtueDn",733390948843950080,windy_mills,2016-05-19T20:16:42.000Z,"Texas, USA",Windy Mills,"Bluegrass artist'Windy Mills.Rfd 📺 Bill Monroe,was a great friend.'jammin with cream of crop Album90'sRecorded-BG boys. 35 yrs pet vet tech.God family MAGA🎶",3bfe3425dc65ccfa,US,city,"Decatur, TX","[-97.619989, 33.202569, -97.5676833, 33.249506]",Etats-Unis,Decatur,2016-12-25,trump tweet backh listensi great friend late bill relat trump busi earth,2,30
39,46,812947492211826688,YOOO WTF SOMEBODY JUST SENT ME DONALD TRUMP CHRISTMAS TREE ORNAMENTS IN THE MAIL LIKE WHY??? https://t.co/MJjw5HaFJc,1257901688,youjustgotbernd,2013-03-10T20:33:38.000Z,"Los Angeles, CA",Bernadette Greaney,"tv, film, novel enthusiast // actor, boxer, hat lover // 🌈",02215ae29a77567c,US,city,"Tustin, CA","[-117.845301, 33.6941797, -117.758969, 33.773387]",Etats-Unis,Tustin,2016-12-25,yooo wtf somebodi sent donald trump christma tree ornament mail like,0,22
40,47,812947140343398400,That's right! He sent #trump!! https://t.co/dBxUAbp7gJ,4595131468,ThePresidentDJT,2015-12-25T01:38:52.000Z,"Tullahoma, TN",Mr. President,"Second account for Donald J Trump, our 45 President.",6d10b956d2e0f446,US,city,"Tullahoma, TN","[-86.274689, 35.3315441, -86.16948, 35.415852]",Etats-Unis,Tullahoma,2016-12-25,right sent trump,2,22
41,48,812946417849286657,@GovPenceIN &lt;- You &amp; your clown had Russia steal election 4 U. You r a two-faced bastard! Shut up! #UNFIT #NOTmyVP #rejectPence,16170888,jmichelo,2008-09-07T16:37:14.000Z,"downtown Los Angeles, CA",Jean-Michel Ormand,"Actor/dancer (orig. AmericanBandstand dancer)/veteran, progressive activist 4 Atheists/LGBTs/women/children/immigrants. Racism/bigotry/homophobia/tRump freezone",3b77caf94bfc81fe,US,city,"Los Angeles, CA","[-118.668404, 33.704538, -118.155409, 34.337041]",Etats-Unis,Los Angeles,2016-12-25,lt amp clown russia steal elect 4 u r twofac bastard shut unfit notmyvp rejectp,0,28
42,49,812946318259671040,@TheLionsDen80 I don't see him frothing. He is right if Trump doesn't intimidate people from doing their jobs &amp; he is impeached we will see.,771589821592576000,321odaat,2016-09-02T06:05:23.000Z,"Irrigon, OR",odaat,My bio is my business. Not to be displayed so someone can use it to attack me with it.,df7fd3a3b9eff7ee,US,admin,"Oregon, USA","[-124.703541, 41.991795, -116.463262, 46.2990779]",Etats-Unis,Oregon,2016-12-25,see froth right trump intimid peopl job amp impeach see,2,22
43,51,813015641385005057,"""The Stolen Supreme Court Seat"" Everyone remind the @nytimes about this, post this link as often as possible. https://t.co/xSCF6XRHdi",363135823,SirTruckula,2011-08-27T15:51:27.000Z,"Alabama, USA",Deplorable Trucker,"#MAGA w/the #calexit. Your freedom to be you, includes my freedom to be free from you. On Gab /SirTruckula",4caafbe771809878,US,city,"Enterprise, AL","[-85.896673, 31.283873, -85.777968, 31.386312]",Etats-Unis,Enterprise,2016-12-25,stolen suprem court seat everyon remind post link often possibl,2,15
44,52,813015633101197312,@CharlesPPierce Before Trump takes it ALL!!!!,153909256,Elephantdrum,2010-06-09T21:33:52.000Z,NY,Harold Bush,"A Different Drummer,therapist using music to promote rehabilitation,proud to have served in the Men's Non-violence Education Program,now serving the Homeless.",00c60988621e2c71,US,city,"Henrietta, NY","[-77.730299, 43.017206, -77.553575, 43.096872]",Etats-Unis,Henrietta,2016-12-25,trump take,2,21
45,54,813015377689116672,Trump New York co-chair makes racist 'gorilla' comment about Michelle Obama https://t.co/CohKyeyTfL via @NewsRepublic,500302501,VOJay_Pgh,2012-02-23T00:42:59.000Z,"Pittsburgh, PA.",Vincent Johnson,"I am passionate about equity, inclusive excellence and matters of social justice...",013cd03b63d5453e,US,city,"Bradford Woods, PA","[-80.116224, 40.611432, -79.99036, 40.673249]",Etats-Unis,Bradford Woods,2016-12-25,trump new york cochair make racist gorilla comment michel obama via,2,10
46,55,813015274999910400,@ThusSpokeTurnby @pharris830 @TylerPreston20 must be pleasing to see that Trump supporters are keeping that torch alive,383719352,Kmginnis,2011-10-02T11:39:00.000Z,"Sandwich, MA",Kevin McGinnis,"Proud liberal, queer, love my dog. I’VE REACHED my follow back limit (5000). STUCK for months. Follow me #TheResistance #demforce #biden2020 #joebiden",0c5c2e480998f5dc,US,city,"Sandwich, MA","[-70.5240913, 41.659935, -70.411822, 41.775359]",Etats-Unis,Sandwich,2016-12-25,must pleas see trump support keep torch aliv,2,40
47,57,813014946816675840,"Local orgs need $$$ ""'Everything is local in the end &amp; if it’s not working at that level, then this election result is what we end up with'"" https://t.co/BTPpN13Mjt",21943243,gcbrooks,2009-02-26T00:11:02.000Z,"Brooklyn, NY, USA",Grey Brooks VOTES early in-person,"inaccurate, but occasionally know to be spectacularly wrong",91f416eb0e327da3,US,city,"Wellesley, MA","[-71.329633, 42.270844, -71.227644, 42.327952]",Etats-Unis,Wellesley,2016-12-25,local org need everyth local end amp work level elect result end,2,25
48,58,813014861990891522,"If only,😒...now This is for the #BasketOfGullible's who thought Trump would end big money's influence in Politics https://t.co/c1e85ohlfT",278315777,chirprn,2011-04-07T01:36:01.000Z,"Wisconsin, USA",R💗binRn🌻🇺🇦,THANK YOU BLK VOTERS #BidenHarris #StillWithHer #FactsNotFuckery #CriminalJUSTICEReform #BLM #EqualRights #ProChoice #RestoreVotingRights Never Vote Republican,d01b36ae70fc0f58,US,city,"Whitewater, WI","[-88.777094, 42.8162971, -88.698234, 42.8572698]",Etats-Unis,Whitewater,2016-12-25,onlynow thought trump would end big money influenc polit,2,26
49,60,813014712879181824,"Americans who voted against Trump are feeling unprecedented dread and despair, says David Horsey in L.A. Times… https://t.co/oOwW86jbUc",55218049,LosAngelesCP,2009-07-09T12:15:25.000Z,Los Angeles,Los Angeles Now,Breaking news and weather updates from Los Angeles.,3b77caf94bfc81fe,US,city,"Los Angeles, CA","[-118.668404, 33.704538, -118.155409, 34.337041]",Etats-Unis,Los Angeles,2016-12-25,american vote trump feel unpreced dread despair say david horsey la time,0,27
50,61,813014617924440064,"@Danchrism Watch Jan. 20, 2017 President Donald J Trump USA 😀",806910531764387840,garybogacz_com,2016-12-08T17:17:17.000Z,"Elmhurst, IL",@GaryBogacz.com,"Resides Elmbrook Rehab Center in Elmhurst, IL 
Divorced, daughter Casi 28
East Leyden High School 1973
Norridge Ace Hardware Manager 2005-2006",eaaf978cf85d1347,US,city,"Bensenville, IL","[-87.9688652, 41.9307629, -87.914471, 41.993423]",Etats-Unis,Bensenville,2016-12-25,watch jan 20 2017 presid donald j trump usa,1,11
51,63,813039398983974912,".5/ Also my bet is Trump, unlike Obama, will not hesitate to suspend military weapons aid to Israel if Netanyahu talks back.",305318105,Steven_Strauss,2011-05-26T00:47:43.000Z,Cambridge and Princeton ,Steven Strauss,"Visiting Professor at Princeton. Contributing columnist USA Today. RTs are not endorsements, Likes mean my thumb slipped. https://t.co/tsi3wZhp73",8193d87541f11dfb,US,city,"Cambridge, MA","[-71.160356, 42.352429, -71.064398, 42.4039663]",Etats-Unis,Cambridge,2016-12-25,5 also bet trump unlik obama hesit suspend militari weapon aid israel netanyahu talk back,2,42
52,64,813039367962980352,@jimmy_tiddow @CoryBooker 1409 days until next Presidential Election BUT you're local elections are just as important too - in 2018!,1170475742,MadAngel07,2013-02-12T00:53:12.000Z,Orlando,𝑀𝒶𝒹𝒜𝓃𝑔𝑒𝓁❤𝟩 😠😇👼,"Young Generation Xer or old Millennial.  I'm full of angst, independent, resourceful, self-managing, adaptable, cynical, pragmatic, skeptical.",00d511d335cd9fb6,US,city,"Alafaya, FL","[-81.2445014, 28.489488, -81.1256316, 28.568794]",Etats-Unis,Alafaya,2016-12-25,1409 day next presidenti elect local elect import 2018,1,25
