,Unnamed: 0,tweets_id,text,author_id,username,user_created_time,user_location,user_name,user_description,geo_place_id,geo_country_code,geo_place_type,geo_full_name,geo_bbox,geo_country,geo_name,date,text_clean,classification_labels,cluster_labels
29,36,810639038726205440,John Podesta on the Election: ‘I Think It Was Distorted’ https://t.co/h2SOsa7zP0 via @CitizenSlant,4886981669,McBride62460,2016-02-08T06:04:54.000Z,"Phoenix, AZ",Marjorie McBride,Books Business Government Independent Property Management  Explorer Loves the Critters 🌸,5c62ffb0f0f3479d,US,city,"Phoenix, AZ","[-112.3239143, 33.29026, -111.9254391, 33.8154652]",Etats-Unis,Phoenix,2016-12-19,john podesta elect think distort via,2,44
30,37,tweets_id,text,author_id,username,user_created_time,user_location,user_name,user_description,geo_place_id,geo_country_code,geo_place_type,geo_full_name,geo_bbox,geo_country,geo_name,date,text,2,4
31,38,810706579444133888,@lyacostliletmu @JoelNihlean bc you don't understand that  trump's baseless ugliness and repeated slander are undermining our institutions.,313303996,davidtilburyfl,2011-06-08T13:11:21.000Z,"Fort Lauderdale, Florida",DT,"Born: June 25th I live in Ft. Lauderdale, FL. I'm a citizen fighting 4 equality 4 the disabled, a healthy earth, atheism, & a fair distribution of the wealth.",6c686af766d8429c,US,city,"Fort Lauderdale, FL","[-80.20811, 26.080935, -80.0902351, 26.219801]",Etats-Unis,Fort Lauderdale,2016-12-19,bc understand trump baseless ugli repeat slander undermin institut,0,37
32,40,810706561928720384,You don't need to know a people to care about them. But @MichaelEDyson gets to why Trump's racial ignorance matters. https://t.co/E4rNH1cw0V,46213956,JamilSmith,2009-06-10T20:18:48.000Z,"Nashville, TN",Jamil Smith جميل كريم,"Senior Correspondent, @voxdotcom. Co-host of the podcast VOX CONVERSATIONS. Formerly: @rollingstone, @newrepublic, @msnbc, and @nflfilms, among other stops.",011add077f4d2da3,US,city,"Brooklyn, NY","[-74.041878, 40.570842, -73.855673, 40.739434]",Etats-Unis,Brooklyn,2016-12-19,need know peopl care get trump racial ignor matter,1,3
33,41,810706456756371456,"Regarding #liberals trying to sway #ElectoralCollege to vote @hillaryclinton tomorrow, rebels have NEVER changed the outcome of an election.",14752306,RyanDDowns,2008-05-13T00:43:12.000Z,"Burbank, California",Ryan D Downs,Actor☆Baker☆Candlestick-maker | I belong to God/Jesus Christ is my Saviour.  Pro-Israel.  Producer.  On-Air Personality,01d589d1640fedc6,US,city,"Filer, ID","[-114.6287117, 42.55658, -114.599775, 42.5821546]",Etats-Unis,Filer,2016-12-19,regard liber tri sway vote tomorrow rebel never chang outcom elect,1,10
34,42,810706434375741440,@SenatorCantwell Why aren't more republicans DEMANDING to know about Russia's interference in election? Shame! Country over party!,2922798301,MerrittKelly1,2014-12-08T13:43:15.000Z,behind my keyboard,Merritt Kelly,author hopeful romantic wine and chocolate obsessed accidental foodie,fedb5ad42e4b046a,US,city,"Lakewood, WA","[-122.579274, 47.115869, -122.434284, 47.1983371]",Etats-Unis,Lakewood,2016-12-19,republican demand know russia interfer elect shame countri parti,0,28
35,44,810706354138558465,#Putin is a real life badass. #Trump just plays one on television... https://t.co/uUvhc7B353,63617527,drmounza,2009-08-07T02:40:36.000Z,"Chinook land - Portland, OR",Relatively Civilized,Here mainly for politics but overthere 👉🏾 @docteurjayp for professional #Science Twitter. #BlackLivesMatter #Guadeloupe #France #PDX #Caribbean He/Him,ac88a4f17a51c7fc,US,city,"Portland, OR","[-122.7900653, 45.421863, -122.471751, 45.6509405]",Etats-Unis,Portland,2016-12-19,putin real life badass trump play one televis,2,39
36,45,810706292440346624,@Cato_of_Utica @welknett -Bernie Sanders had some answers for the middle class many Sanders supporters switched to Trump who has no answers.,46818339,Rich_893,2009-06-13T03:42:06.000Z,San Francisco,(((Richard Samuel Kerr))) #FBPE 🇺🇦🇪🇺,"We need a President who can feel empathy for ALL Americans, not just the super-rich. The hashtag #FBPE meansI believe in a Europe without Russian interference!",5a110d312052166f,US,city,"San Francisco, CA","[-122.514926, 37.708075, -122.357031, 37.833238]",Etats-Unis,San Francisco,2016-12-19,berni sander answer middl class mani sander support switch trump answer,2,8
37,46,810706219191201792,@fawfulfan @objkshn Our local news in PA showed an elector who felt no need to change vote from Trump. Disgusted in PA.,860327886,ejgabriel9,2012-10-03T20:59:26.000Z,"Northeast, USA","🗽🇺🇦🌎EdnaG., Member, We the People🌎🇺🇦🗽","🇺🇦😔We are the ones, not politicians, who will have to save democracy. For without true democracy we cannot save anything... especially ourselves.",3fdd3a62ae058de9,US,city,"Wilkes-Barre, PA","[-75.924804, 41.215416, -75.8267555, 41.272993]",Etats-Unis,Wilkes-Barre,2016-12-19,local news pa show elector felt need chang vote trump disgust pa,0,53
38,47,810706116464300032,"The #ElectoralCollege is going to vote in Trump.
And even if they didn't, House would anyhow.
It's time to start building for 2018 &amp; 2020.",26362666,KevDGrussing,2009-03-24T23:51:10.000Z,"❤️ @TheRealDonEast❤️/Hiram, GA",Kevin D. Grüssing (pronounced Grew-Sing),"He/Him, Bi, Pragmatic Lib.
#MTGDoesNotSpeakForMe.
#BlackLivesMatter
I Work @ #AMCTheaters (All Opinions solely mine)
Anime, Sports, Music, Radio/TV, Wx...",0162167217955cb3,US,city,"Neuse Forest, NC","[-76.992696, 34.947562, -76.91392, 35.013131]",Etats-Unis,Neuse Forest,2016-12-19,go vote trump even hous would anyhow time start build 2018 amp 2020,1,25
39,48,810705995492102144,Congratulations l also stand for president Trump vs😇😎 https://t.co/64NdRRidLM,807246187015401480,vickeysmith11,2016-12-09T15:31:03.000Z,Illinois U.S.A.,Vickey Smith,I am a woman that love life and l love animals my favorite is cats they are smart and l love nature this picture is of my wallet hanging of cats playing cards,f54a2170ff4b15f7,US,admin,"Illinois, USA","[-91.51308, 36.970298, -87.019935, 42.508303]",Etats-Unis,Illinois,2016-12-19,l also stand presid trump vs,1,47
40,50,810705976613621761,@CNN we are the Russians Hackers the people that you guys the media never count we are tired of your dishonesty that is why Trump Wants,742211209122983938,Ivan11344058,2016-06-13T04:25:16.000Z,Etats-Unis,Ivan,Latino and American I believe in Jesus Christ the people of this nation and my Big HERO the Constitution of the United States of America And i support PR.Trump.,bc1dbfe09834a716,US,city,"Pooler, GA","[-81.338145, 32.007509, -81.197739, 32.191443]",Etats-Unis,Pooler,2016-12-19,russian hacker peopl guy media never count tire dishonesti trump want,1,1
41,51,810705962227171328,"Give me some information on cannabis treating cancer.
What strength and dosage regimen.
Why isn't Joe Biden covering this cancer treatment https://t.co/jDg6VksAq4",763505069069312002,BudHemp1,2016-08-10T22:39:28.000Z,"Biloxi, MS",Bud Hemp,"Fun, witty with a zeal for living. Praise God I saw the light. Not here for along time, I'm here for a good time.",5c9d123437711a9d,US,city,"Jackson, MS","[-90.331039, 32.049347, -89.984994, 32.412627]",Etats-Unis,Jackson,2016-12-19,give inform cannabi treat cancer strength dosag regimen joe biden cover cancer treatment,1,11
42,52,810705947022819329,"@V_of_Europe @lizzym420 THAT is why Trump got elected. THOSE are the kind of ""people"" on the left. Hope all my lefty friends are proud.",329681844,brucehallsports,2011-07-05T13:23:00.000Z,Northern Virginia,Bruce Hall,"Sports entertainment. Coach, father, husband, teacher. NFL and MLB insider and handicapper. Love God, Kids and Dogs.F words..family, friends, freedom and fun.",ec212eb1116b92e2,US,city,"Reston, VA","[-77.393246, 38.90861, -77.304868, 39.002993]",Etats-Unis,Reston,2016-12-19,trump got elect kind peopl left hope lefti friend proud,1,31
43,56,810705801786654720,"Too many people hoping #ElectoralCollege isn't a rubber stamp on Trump.
Hopefully, the wake-up call you'll receive will move you forward.",26362666,KevDGrussing,2009-03-24T23:51:10.000Z,"❤️ @TheRealDonEast❤️/Hiram, GA",Kevin D. Grüssing (pronounced Grew-Sing),"He/Him, Bi, Pragmatic Lib.
#MTGDoesNotSpeakForMe.
#BlackLivesMatter
I Work @ #AMCTheaters (All Opinions solely mine)
Anime, Sports, Music, Radio/TV, Wx...",0162167217955cb3,US,city,"Neuse Forest, NC","[-76.992696, 34.947562, -76.91392, 35.013131]",Etats-Unis,Neuse Forest,2016-12-19,mani peopl hope rubber stamp trump hope wakeup call receiv move forward,2,35
44,57,810705776335613952,".@axios in China, you would be getting red packets filled with 6000RMB but I guess Trump champagne does the trick here in US",292931596,LetaHong,2011-05-04T13:42:03.000Z,"New York, NY",Dr. Leta Hong Fincher 洪理达,"Author, BETRAYING BIG BROTHER: The Feminist Awakening in China & LEFTOVER WOMEN: The Resurgence of Gender Inequality in China. Hong Konger. https://t.co/6MHIO8PMfj",01a9a39529b27f36,US,city,"Manhattan, NY","[-74.026675, 40.683935, -73.910408, 40.877483]",Etats-Unis,Manhattan,2016-12-19,china would get red packet fill 6000rmb guess trump champagn trick us,2,40
45,58,810705728889618433,"#HHGTV ⚡️ “Poll: 52 percent of Republicans think Trump won popular vote”

https://t.co/18lne9mB2j",3996851424,hiphopgrindtv,2015-10-24T01:01:31.000Z,"New Jersey, USA",HHGTV,https://t.co/hvnjwPvv4U a website promoting #HIPHOP and other genres of music focused on / upcoming-artists / urban-news / world-news / all-cultures #HHGTV,01d9cf9b73aef2cd,US,city,"Tabernacle, NJ","[-74.716912, 39.843997, -74.692613, 39.885928]",Etats-Unis,Tabernacle,2016-12-19,hhgtv poll 52 percent republican think trump popular vote,2,53
46,59,810705696622858240,What if Carrot Top was Donald Trump? #ProjectMurphy https://t.co/dQw6asokje,14868897,SlaunchaMan,2008-05-22T14:36:52.000Z,"San Jose, CA",Jeff Kelley, software engineering manager. Formerly @DetroitLabs. He/him. BLM.,00c001194c5e8764,US,city,"Macomb, MI","[-82.976654, 42.6278013, -82.855781, 42.716853]",Etats-Unis,Macomb,2016-12-19,carrot top donald trump projectmurphi,1,36
47,60,810705687294709760,@LindsayPope94 Well we find out Monday if the Electoral Voters  give their votes to Trump or not..,270391318,cobra640,2011-03-22T14:47:20.000Z,"Norfolk, Virginia",Donald,A retired Navy man of 24 years now working in the food service industry.  An avid fan of all Philly Sports Teams. Also enjoy NASCAR,b004be67b9fd6d8f,US,city,"Norfolk, VA","[-76.334287, 36.820791, -76.177085, 36.969373]",Etats-Unis,Norfolk,2016-12-19,well find monday elector voter give vote trump,2,11
48,61,810705618046566400,Will Air Force One host a charlatan? An undesirable election result? https://t.co/vNd7QHSljN,2985272402,kudojeff,2015-01-16T07:15:13.000Z,Oxnard Ca,Jeffrey Kudo,A World without Insight,a3c0ae863771d69e,US,city,"Oxnard, CA","[-119.248624, 34.101755, -119.082154, 34.262157]",Etats-Unis,Oxnard,2016-12-19,air forc one host charlatan undesir elect result,2,39
49,62,810705575742836736,@bobcesca_go @realDonaldTrump if he had lost in an in-hacked election his supporters would be invading buildings and setting fires.,29306465,BatMorda,2009-04-06T22:07:02.000Z,SoCal,Bat Morda (she/her)🏳️‍🌈,I have more guitars than sense.,97e336e1e3ed9e1e,US,city,"Inglewood, CA","[-118.378887, 33.9253169, -118.3134177, 33.9819502]",Etats-Unis,Inglewood,2016-12-19,lost inhack elect support would invad build set fire,2,2
50,63,810705572618088448,Reminder for the #Electoral college: We still haven't seen Trump's #TaxReturns and it's not ethical and #NotNormal,281867095,astrafandango,2011-04-14T03:49:58.000Z,Seattle,Anne Fanning,”She opened that fresh mouth of hers.” Writer. Editor. Digital Storyteller. Views expressed are her own. #NeverNRA #soberlife,300bcc6e23a88361,US,city,"Seattle, WA","[-122.436232, 47.4953154, -122.2249728, 47.734319]",Etats-Unis,Seattle,2016-12-19,remind elector colleg still seen trump taxreturn ethic notnorm,0,41
51,64,810705558424666112,"1) almost started getting political w/ family then realized I'm in FL
2) there are a LOT of Trump signs &amp; bumper stickers",121228989,megy09,2010-03-08T21:13:54.000Z,LA ,Megan Adams,"📸 KALM, I work on stuff you watch 🎥 🍿Tweeting about whatever I’m thinking or doing atm.",fa8f8f24dc772cc0,US,city,"Pompano Beach, FL","[-80.1955611, 26.206136, -80.0817297, 26.2976539]",Etats-Unis,Pompano Beach,2016-12-19,1 almost start get polit w famili realiz fl 2 lot trump sign amp bumper sticker,2,21
