,Unnamed: 0,tweets_id,text,author_id,username,user_created_time,user_location,user_name,user_description,geo_place_id,geo_country_code,geo_place_type,geo_full_name,geo_bbox,geo_country,geo_name,date,text_clean,classification_labels,cluster_labels
27,37,1339389632144805889,"We Americans love the fact you kicked ass in the election, Joe President with a capital first time in 4years!!!❤❤💙🌊😎✌💙🌊😎✌ https://t.co/EtXn9rCpBB",2229933834,LeilaLstorvad,2013-12-04T13:40:30.000Z,Washington State,Leila Christiansen Larson🇩🇰🇩🇰🇩🇰🇩🇰🇺🇸🇺🇸,"B. A. psych/criminal justice; M.A. forensic psychology; M.B.A. hospital administration. #Resistance, never trumper, anti fascist Dane. 💙🌊😎✌smartass..😉",bc3a38d3d5999b4b,US,admin,"Washington, USA","[-124.848975, 45.543542, -116.915989, 49.0025023]",Etats-Unis,Washington,2020-12-17,american love fact kick ass elect joe presid capit first time 4year,1,31
28,38,1339389615208329216,"@FrankFigliuzzi1 @AshaRangappa_ @SenRonJohnson I'd feel very left out. There could've been a ""secret society"" cookie tray...

That hearing was a complete delusional-land whine fest for those Trump cult members. https://t.co/J5W3wRvsr7",120182490,jens2763,2010-03-05T18:24:11.000Z,Indianapolis,Jen S,"Passionate about politics, animals, football, high heels, laughing, designing, cat herding, working out til I die & napping after. All tweets are my opinions.",018929347840059e,US,city,"Indianapolis, IN","[-86.348441, 39.631677, -85.937404, 39.927448]",Etats-Unis,Indianapolis,2020-12-17,would feel left could secret societi cooki tray hear complet whine fest trump cult member,0,30
29,39,1339389592118714369,"Trump is/was a political #grayrhino, as per @wucker. Obvious, inevitable and still a stark surprise to many.. https://t.co/PQAtNpUwWG https://t.co/oNItd14HZO",11178672,Revkin,2007-12-14T21:43:43.000Z,Hudson Highlands / Lenape Land,Andrew Revkin 🌎 ✍🏼 🪕 ☮️,"#sustcomm @ColumbiaClimate | 20 years @nytimes | Subscribe https://t.co/YPtY8Ly0EH | Rest? Family, friends, books https://t.co/AESlRATkbd, music https://t.co/I5WxwbzEaq",2f6207b15c44e0e2,US,city,"Nelsonville, NY","[-73.959805, 41.419917, -73.936167, 41.439435]",Etats-Unis,Nelsonville,2020-12-17,trump iswa polit grayrhino per obviou inevit still stark surpris mani,1,47
30,40,1339389591590199297,Trump wanted us infected. Have you lost a loved one?  Thank Trump https://t.co/4n5vTcqnSS,81208363,cindyt47,2009-10-09T21:36:22.000Z,"Hudson, NH",cindy tuton,"Hi I am a nana of 6. I am a never Trumper. I am praying, everyday,, America will not lose, our Democracy",01a216c0183feb44,US,city,"Hudson, NH","[-71.463685, 42.69879, -71.360807, 42.824745]",Etats-Unis,Hudson,2020-12-17,trump want us infect lost love one thank trump,2,35
31,42,1339389530596622336,"@drninaansary @TuckerCarlson @DrBiden Please, educated &amp; accomplished Women, don’t respond to the imbecilic ‘men’ as a defense for Dr Jill Biden, instead dig into their background &amp; humiliate them for their lack of comparable achievements! That’s how you deal with insecure ‘men’ with no comparable capabilities!",247109964,koamac,2011-02-04T03:14:17.000Z,DC,KOAMAC,Highly educated American; An Astute student of politics; Nuclear & Computer Scientist - Engineer; Well read; Independent thinker; Very Open-minded,2b8ddd2fad48eea2,US,city,"Fort Washington, MD","[-77.037081, 38.688359, -76.9478001, 38.8170712]",Etats-Unis,Fort Washington,2020-12-17,pleas educ amp accomplish women dont respond imbecil men defens dr jill biden instead dig background amp humili lack compar achiev that deal insecur men compar capabl,2,58
32,44,1339389493766451200,"@dawn41764 @USATODAY The entire GOP has flipped out.
There haven't been nutjobs like this before.
...Haters, dummies, etc. but this crop of GOP is way off the rails. 
Russian rubles?? Pandering to Trump cult??",33189500,ruthellaowens,2009-04-19T12:33:21.000Z,"Dallas, TX",RUTH ELLA OWENS,"#VotingRightsNow 
 I am black/Choctaw.  #NotOneSecond
#GrowTheHellUp",18810aa5b43e76c7,US,city,"Dallas, TX","[-96.977527, 32.620678, -96.54598, 33.019039]",Etats-Unis,Dallas,2020-12-17,entir gop flip nutjob like hater dummi etc crop gop way rail russian rubl pander trump cult,2,3
33,45,1339389493506437120,@AriFleischer Didn't VP Biden shut it down? Let's see if Trump suck up @VP does the same.,263925585,allanrenz,2011-03-11T00:41:14.000Z,"Long Beach, NY",Allan Renz,"Lead Golf Instructor . GRAA Top 50 Pro '08 and '11, full swing, short game/putting specialist, Swash trained,Quintic Ball Roll, BodiTrak",876ed0bcf9594134,US,city,"Long Beach, NY","[-73.701496, 40.582128, -73.637403, 40.595119]",Etats-Unis,Long Beach,2020-12-17,vp biden shut let see trump suck,2,16
34,46,1339389493036511232,"@NathanJRobinson It’s not Biden’s fault the $140,000 was a complete waste of money.",422057520,rangerlongshot,2011-11-26T19:06:03.000Z,"Sacramento, CA",Lanny,“Never do two stupid things at the same time.” #HRC #Obama #BidenHarris2020 #BLM #Democrat #WearADamnMask #Vaccinated💉💉💉 #FormerF1Fan #WWF1,b71fac2ee9792cbe,US,city,"Sacramento, CA","[-121.576613, 38.43792, -121.362715, 38.6855236]",Etats-Unis,Sacramento,2020-12-17,biden fault 140000 complet wast money,0,28
35,47,1339389486791331840,Look it's Mayo Pete studying for his first day in the Biden Administration https://t.co/nLTtzDILPZ,1238977708295696384,WaltersAkua,2020-03-14T23:58:37.000Z,"New York, NY",Not Even a Democrat 🇯🇲🇺🇸 👨🏿‍💻🤽🏿‍♂️,Anti-Democratic Party Enthusiast | Water Polo Player/ Coach | Atheist | Believer In Unions | Socialist| Anti-facism is Anti-racism,b87b05856ab8dbd8,US,city,"Yonkers, NY","[-73.911271, 40.900789, -73.810443, 40.988346]",Etats-Unis,Yonkers,2020-12-17,look mayo pete studi first day biden,2,51
36,48,1339389484777963526,I hope so. I'm behind Trump taking back Our Country and Constitution https://t.co/lur8myXPZB,785297795334803459,Richard84780383,2016-10-10T01:55:59.000Z,"California, USA",Richard,"Jesus, Family, Constitution. Stopping Big Tec Dems RINOs Media,Deep State, Tyranny  Communism which Is Marxism  Elections Integrity Border USA is best",0047ea877de06806,US,city,"Meadowbrook, CA","[-117.311265, 33.703959, -117.27309, 33.742602]",Etats-Unis,Meadowbrook,2020-12-17,hope behind trump take back countri constitut,2,23
37,50,1339389457712246785,My psychics are also saying that Biden's pick for AG will be a man who is known for prosecuting financial crimes. His deputy AG will be a woman.,73717605,XanderTaylor3,2009-09-12T19:40:12.000Z,"North Palm Beach, FL, USA",Xander Taylor,UCC/Pentecostal🔥🕊/Episcopalian/New Thought. Intercessor. Prayer Warrior. Bible Teacher. Mystic. Vowed Celibate. Vegetarian. #healing #faith #tongues #vaw,a324e465ee124bf9,US,city,"North Palm Beach, FL","[-80.082042, 26.803535, -80.035578, 26.8594213]",Etats-Unis,North Palm Beach,2020-12-17,psychic also say biden pick ag man known prosecut financi crime deputi ag woman,1,10
38,51,1339389437814267904,"@marklevinshow @America1stAgain Yes , thank you Ron Johnson! Love your transparency. Biden is filling up the swamp with snakes and other ugly creatures! Please, God help us!",1181618542526914560,Nita2124,2019-10-08T17:13:39.000Z,"La Conner, WA",Nita 🍊🍊🍊,"God , family and friends have always been my first love.",61c94f57f146cd04,US,city,"La Conner, WA","[-122.505276, 48.384371, -122.487304, 48.4027593]",Etats-Unis,La Conner,2020-12-17,ye thank ron johnson love transpar biden fill swamp snake ugli creatur pleas god help us,2,20
39,52,1339389421146222592,"Why???????Pence to publicly receive Covid vaccine on Friday, Biden as soon as next week https://t.co/C1y0AjTSWW",48438556,srauer20,2009-06-18T18:21:08.000Z,Bensalem PA near Philadelphia,Sarah Rauer,"we need Democrats who fight at the repuke level. when they go low,  we have to go lower.",00ca00906ca4c6d4,US,city,"Bensalem, PA","[-74.994551, 40.048711, -74.898263, 40.155775]",Etats-Unis,Bensalem,2020-12-17,whypenc publicli receiv covid vaccin friday biden soon next week,2,55
40,53,1339389417262362625,"@JoeBiden How did our democracy prevail Joe, when we all 👀 what happened November 3rd and for month's afterwards in this election? You saw the error rate for @dominionvoting in certain state's, you then saw GA and what went on there and in AZ, etc! The people will have to now rise!",1076600157498757122,shawn_anand,2018-12-22T22:07:34.000Z,"McLean, VA",Q uantum AI,#MAGA lNTEL-@CIA Sikh American 🇮🇳🇺🇸  #SouthChinaSea #Ukraine #Russia #Poland #NATO #Iran #Taiwan #Belarus,01df0964763e9f17,US,city,"Hoffman Estates, IL","[-88.243545, 42.026652, -88.060119, 42.117916]",Etats-Unis,Hoffman Estates,2020-12-17,democraci prevail joe happen novemb 3rd month afterward elect saw error rate certain state saw ga went az etc peopl rise,0,12
41,54,1339389342956007425,"Pres Bush, you didn't have to do that to Pres. Trump...
78K republicans are Trump fans. I once had great respect for you; voted for you twice. 
But you didn't accomplish in 8 years, what Trump accomplished in 4...
In fact it was Trump that cleaned up after you in the middle east! https://t.co/lnLaDdFn7v",280470773,MackMahoney,2011-04-11T11:41:37.000Z,"Tyler, Texas",Mack Mahoney,Retired homebuilder / commercial contractor,9d4c71b7937a3a90,US,city,"Tyler, TX","[-95.414773, 32.221406, -95.219307, 32.409917]",Etats-Unis,Tyler,2020-12-17,pre bush pre trump 78k republican trump fan great respect vote twice accomplish 8 year trump accomplish 4 fact trump clean middl east,2,15
42,55,1339389339038453760,Imagine defending Trump (“grab ‘em by the pussy” “shithole countries” “very fine people”) for four years and being offended by the word “fuckers.” https://t.co/q1PencNi0I,1704646470,mirandayaver,2013-08-27T13:19:37.000Z,"Parma Heights, OH","Miranda Yaver, PhD","Political science prof (US law, public policy, health policy) at Oberlin, bylines at NYT WaPo & The Guardian, @Columbia PhD, @Cal bear, @springsteen fiend",3b77caf94bfc81fe,US,city,"Los Angeles, CA","[-118.668404, 33.704538, -118.155409, 34.337041]",Etats-Unis,Los Angeles,2020-12-17,imagin defend trump grab em pussi shithol countri fine peopl four year offend word fucker,2,11
43,56,1339389308499849216,@ThePubliusUSA Damn Governor what is he doing organizing a great election process! Votes cast in and counted wow what a novelty,940983101521620993,DavidSime1,2017-12-13T16:33:48.000Z,Monona Wisconsin,Dave from Monona,o I am a cancer survivor who believes in complete every task before the day is over,756059b9675acdae,US,city,"Monona, WI","[-89.359164, 43.032813, -89.300252, 43.086622]",Etats-Unis,Monona,2020-12-17,damn governor organ great elect process vote cast count wow novelti,2,9
44,57,1339389238954000384,"@CheeseMacDeluxe It’s not Biden’s fault the $140,000 was a waste of money.",422057520,rangerlongshot,2011-11-26T19:06:03.000Z,"Sacramento, CA",Lanny,“Never do two stupid things at the same time.” #HRC #Obama #BidenHarris2020 #BLM #Democrat #WearADamnMask #Vaccinated💉💉💉 #FormerF1Fan #WWF1,b71fac2ee9792cbe,US,city,"Sacramento, CA","[-121.576613, 38.43792, -121.362715, 38.6855236]",Etats-Unis,Sacramento,2020-12-17,biden fault 140000 wast money,0,28
45,58,tweets_id,text,author_id,username,user_created_time,user_location,user_name,user_description,geo_place_id,geo_country_code,geo_place_type,geo_full_name,geo_bbox,geo_country,geo_name,date,text,2,0
46,59,1339416107183030274,What’s Joe Biden’s plan for getting me free therapy for the mental &amp; emotional trauma this year has endured 🙃,211251084,missywilb,2010-11-02T18:57:54.000Z,"San Diego, CA",missy ✨,thrived in the rep era,5c62ffb0f0f3479d,US,city,"Phoenix, AZ","[-112.3239143, 33.29026, -111.9254391, 33.8154652]",Etats-Unis,Phoenix,2020-12-17,what joe biden plan get free therapi mental amp emot trauma year endur,2,7
